"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
143186,113426,"All Saints Church of England Primary School","Parent","01-09-2016"
143187,113356,"Hawkchurch Church of England School","Parent","01-09-2016"
143188,113073,"Alphington Primary School","Parent","01-09-2016"
143189,113122,"Ide Primary School","Parent","01-09-2016"
143190,113424,"Beer Church of England Primary School","Parent","01-09-2016"
143191,113085,"St Thomas Primary School","Parent","01-09-2016"
143192,113480,"Meavy Church of England Primary School","Parent","01-09-2016"
143193,134174,"Bowhill Primary School","Parent","01-09-2016"
143194,130290,"Hexthorpe Primary School","Parent","01-09-2016"
143195,103794,"Tenterfields Primary School","Parent","01-09-2016"
143196,103833,"Hob Green Primary School","Parent","01-09-2016"
143197,102043,"Edmonton County School","Parent","01-09-2016"
143198,101995,"Hazelbury Primary School","Parent","01-09-2016"
143200,131528,"Chesterfield Primary School","Parent","01-09-2016"
143201,102021,"Bowes Primary School","Parent","01-09-2016"
143203,133341,"Bardfield Primary & Nursery School","Parent","01-09-2016"
143204,114765,"Richard de Clare Community Primary School","Parent","01-09-2016"
143205,132262,"Merrylands Primary School","Parent","01-09-2016"
143206,132084,"The Willows Primary School","Parent","01-09-2016"
143207,115503,"Berkeley Primary School","Parent","01-09-2016"
143208,132248,"Lakefield CofE Primary School","Parent","01-09-2016"
143209,130922,"Timbercroft Primary School","Parent","01-09-2016"
143210,100148,"Brooklands Primary School","Parent","01-09-2016"
143211,100111,"Millennium Primary School","Parent","01-09-2016"
143212,100337,"Queen's Manor School and Special Needs Unit","Parent","01-09-2016"
143213,100329,"Fulham Primary School","Parent","01-08-2016"
143214,100339,"Sulivan Primary School","Parent","01-09-2016"
143215,111582,"Jesmond Gardens Community Primary School","Parent","01-09-2016"
143216,102273,"Benhurst Primary School","Parent","01-09-2016"
143218,135179,"Oakfield Community Primary School","Parent","01-09-2016"
143219,118571,"Temple Hill Community Primary and Nursery School","Parent","01-09-2016"
143220,118489,"Upton Junior School","Parent","01-09-2016"
143221,118103,"Kelvin Hall School","Parent","01-09-2016"
143222,117707,"The Boulevard Centre","Parent","01-09-2016"
143223,117716,"Stepney Primary School","Parent","01-09-2016"
143224,117797,"Ings Primary School","Parent","01-09-2016"
143225,117721,"Chiltern Primary School","Parent","01-09-2016"
143226,117815,"St George's Primary School","Parent","01-09-2016"
143227,107804,"Nortonthorpe Hall School","Parent","01-09-2016"
143231,107616,"Thornhill Junior and Infant School","Parent","01-09-2016"
143238,108090,"Brigshaw High School and Language College","Parent","01-09-2016"
143239,107843,"Swillington Primary School","Parent","01-09-2016"
143241,107867,"Kippax Greenfield Primary School","Parent","01-09-2016"
143242,107983,"Allerton Bywater Primary School","Parent","01-09-2016"
143243,107875,"Kippax North Junior, Infant & Nursery School","Parent","01-09-2016"
143244,120024,"Merrydale Junior School","Parent","01-09-2016"
143245,128085,"Braunstone Community Primary School","Parent","01-09-2016"
143246,120053,"Woodstock Primary School","Parent","01-09-2016"
143247,120294,"Babington Community College","Parent","01-09-2016"
143248,119967,"Fernvale Primary School","Parent","01-09-2016"
143249,119948,"Seagrave Village Primary School","Parent","01-09-2016"
143250,119950,"Newcroft Primary School","Parent","01-09-2016"
143251,119975,"Ashby Willesley Primary School","Parent","01-09-2016"
143252,120137,"Husbands Bosworth Church of England Primary School","Parent","01-09-2016"
143253,119943,"Newtown Linford Primary School","Parent","01-09-2016"
143254,120196,"St Andrew's Church of England Primary School, North Kilworth","Parent","01-09-2016"
143256,120531,"The Morton Church of England (Controlled) Primary School","Parent","01-09-2016"
143257,120749,"Gosberton House School","Parent","01-09-2016"
143258,120603,"Brown's Church of England Primary School, Horbling","Parent","01-09-2016"
143259,120521,"The Edenham Church of England School","Parent","01-09-2016"
143260,105556,"Parrs Wood High School","Parent","01-09-2016"
143261,118321,"Walderslade Primary School","Parent","01-09-2016"
143262,118327,"Hoo St Werburgh Primary School and Marlborough Centre","Parent","01-09-2016"
143263,110352,"Olney Middle School","Parent","01-09-2016"
143264,110322,"Water Hall Primary School","Parent","01-09-2016"
143265,132733,"Chestnuts Primary School","Parent","01-09-2016"
143266,108477,"Stocksfield Avenue Primary School","Parent","01-09-2016"
143267,108489,"Kenton Bar Primary School","Parent","01-09-2016"
143268,108471,"North Fawdon Primary School","Parent","01-09-2016"
143269,108474,"Mountfield Primary School","Parent","01-09-2016"
143270,108490,"Kingston Park Primary School","Parent","01-09-2016"
143271,108452,"Cheviot Primary School","Parent","01-09-2016"
143272,108455,"Farne Primary School","Parent","01-09-2016"
143273,108488,"Wyndham Primary School","Parent","01-09-2016"
143274,102775,"Forest Gate Community School","Parent","01-09-2016"
143275,102793,"Eleanor Smith School","Parent","01-09-2016"
143276,102720,"Gainsborough Primary School","Parent","01-09-2016"
143277,132813,"Kaizen Primary School","Parent","01-09-2016"
143278,121180,"Thorpe St Andrew School and Sixth Form","Parent","01-09-2016"
143279,128067,"Dussindale Primary School","Parent","01-09-2016"
143280,120858,"Hillside Avenue Primary and Nursery School, Thorpe","Parent","01-09-2016"
143281,118008,"St Peter's CofE Primary School","Parent","01-09-2016"
143282,109074,"Portishead Primary School","Parent","01-09-2016"
143283,109272,"St Mary's Church of England Voluntary Aided Primary School, Portbury","Parent","01-09-2016"
143284,109076,"High Down Infant School","Parent","01-09-2016"
143285,109202,"St Peter's Church of England Primary School","Parent","01-09-2016"
143286,109084,"High Down Junior School","Parent","01-09-2016"
143287,121428,"Hookstone Chase Community Primary School","Parent","01-09-2016"
143288,121677,"Scalby School","Parent","01-09-2016"
143289,121601,"Forest of Galtres Anglican/Methodist Primary School","Parent","01-09-2016"
143290,121328,"Whitby, East Whitby Community Primary School","Parent","01-09-2016"
143291,122356,"Queen Elizabeth High School","Parent","01-09-2016"
143292,122364,"Hexham Middle School","Parent","01-09-2016"
143293,122685,"Robert Miles Junior School","Parent","01-09-2016"
143294,122760,"Farndon St Peter's CofE Primary School","Parent","01-09-2016"
143295,122723,"Greenwood Primary and Nursery School","Parent","01-09-2016"
143296,122602,"Heymann Primary School","Parent","01-09-2016"
143297,122786,"Seely CofE Primary School","Parent","01-09-2016"
143298,122728,"Keyworth Primary and Nursery School","Parent","01-09-2016"
143299,122624,"Burton Joyce Primary School","Parent","01-09-2016"
143300,122652,"Crossdale Drive Primary School","Parent","01-09-2016"
143302,122683,"Tollerton Primary School","Parent","01-09-2016"
143303,122635,"Cropwell Bishop Primary School","Parent","01-09-2016"
143304,133369,"The Kingfisher Community Special School","Parent","01-09-2016"
143305,135146,"Oakwood Primary School","Parent","01-09-2016"
143306,113329,"Thornbury Primary School","Parent","01-09-2016"
143307,113301,"Manadon Vale Primary School","Parent","01-09-2016"
143308,133602,"Leigham Primary School","Parent","01-09-2016"
143309,113305,"Widey Court Primary School","Parent","01-09-2016"
143310,113269,"Weston Mill Community Primary School","Parent","01-09-2016"
143311,135145,"Beechwood Primary School","Parent","01-09-2016"
143312,113324,"Eggbuckland Vale Primary School","Parent","01-09-2016"
143313,113689,"Twin Sails Infant School","Parent","01-09-2016"
143314,113704,"Hamworthy Park Junior School","Parent","01-09-2016"
143315,116198,"Court Lane Infant School","Parent","01-09-2016"
143316,116185,"Court Lane Junior School","Parent","01-09-2016"
143317,102952,"Clarendon School","Parent","01-09-2016"
143318,102954,"Strathmore School","Parent","01-09-2016"
143319,105842,"Middleton Technology School","Parent","01-09-2016"
143321,106879,"Swinton Queen Primary School","Parent","01-09-2016"
143323,123494,"Prees CofE Primary School","Parent","01-09-2016"
143325,123516,"Whixall CofE (Controlled) Primary School","Parent","01-09-2016"
143326,123365,"Ellesmere Primary School","Parent","01-09-2016"
143327,110076,"Beechwood School","Parent","01-09-2016"
143329,123897,"Hugh Sexey Church of England Middle School","Parent","01-09-2016"
143330,123810,"Lympsham Church of England Voluntary Controlled First School","Parent","01-09-2016"
143331,123809,"East Brent Church of England First School","Parent","01-09-2016"
143332,123811,"Mark Church of England VC First School","Parent","01-09-2016"
143333,114772,"Hinguar Community Primary School","Parent","01-09-2016"
143334,134704,"Friars Primary School and Nursery","Parent","01-09-2016"
143335,114770,"Hamstel Junior School","Parent","01-09-2016"
143336,115265,"Thorpedene Primary School","Parent","01-09-2016"
143337,114837,"Blenheim Primary School and Children's Centre","Parent","01-09-2016"
143338,114777,"Thorpe Greenways Junior School","Parent","01-09-2016"
143339,114791,"Bournes Green Infant School","Parent","01-09-2016"
143340,114771,"Hamstel Infant School and Nursery","Parent","01-09-2016"
143341,114778,"Thorpe Greenways Infant School","Parent","01-09-2016"
143345,124169,"Chesterton Primary School","Parent","01-09-2016"
143346,124512,"The Meadows School","Parent","01-09-2016"
143347,124260,"St James CofE (VC) Primary School","Parent","01-09-2016"
143348,124297,"St John's CofE (C) Primary School","Parent","01-09-2016"
143349,124108,"Crackley Bank Primary School","Parent","01-09-2016"
143350,124145,"Meir Heath Primary School","Parent","01-09-2016"
143351,124296,"Bishop Lonsdale CofE VC Primary School","Parent","01-09-2016"
143353,124184,"Perton Sandown First School","Parent","01-09-2016"
143354,124515,"Springfield Community Special School","Parent","01-09-2016"
143355,124197,"Parkside Primary School","Parent","01-09-2016"
143359,124567,"Bacton Community Primary School","Parent","01-09-2016"
143360,134787,"Cedars Park Community Primary School","Parent","01-09-2016"
143361,124599,"Mendlesham Community Primary School","Parent","01-09-2016"
143362,124853,"Stowupland High School","Parent","01-09-2016"
143364,125237,"Cardinal Newman Catholic Primary School","Parent","01-09-2016"
143365,125240,"St Anne's Catholic Primary School","Parent","01-09-2016"
143366,125239,"St Alban's Catholic Primary School","Parent","01-09-2016"
143367,125312,"Salesian School, Chertsey","Parent","01-09-2016"
143368,125210,"Holy Family Catholic Primary School, Addlestone","Parent","01-09-2016"
143369,125302,"St John the Baptist Catholic Comprehensive School, Woking","Parent","01-09-2016"
143370,125226,"St Hugh of Lincoln Catholic Primary School","Parent","01-09-2016"
143371,125092,"Riverbridge Primary School","Parent","01-09-2016"
143372,125236,"St Charles Borromeo Catholic Primary School, Weybridge","Parent","01-09-2016"
143373,132758,"Guildford Grove Primary School","Parent","01-09-2016"
143374,131071,"St Augustine's Catholic Primary School","Parent","01-09-2016"
143375,102964,"Cheam Fields Primary School","Parent","01-09-2016"
143376,106197,"Bradley Green Community Primary School","Parent","01-09-2016"
143377,106198,"Dowson Primary School","Parent","01-09-2016"
143378,114850,"Arthur Bugler Primary School","Parent","01-09-2016"
143379,100970,"St Paul's Way Trust School","Parent","01-09-2016"
143380,106305,"Partington Primary School","Parent","01-09-2016"
143381,130865,"Stockingate Mill Junior School","Parent","01-09-2016"
143382,135460,"Phoenix Primary EBD School","Parent","01-09-2016"
143383,135124,"Selwyn Primary School","Parent","01-09-2016"
143384,103042,"Davies Lane Primary School","Parent","01-09-2016"
143385,103098,"Norlington School and 6th Form","Parent","01-09-2016"
143386,125956,"The Laurels Primary School, Worthing","Parent","01-09-2016"
143387,134837,"Seaside Primary School","Parent","01-09-2016"
143388,130385,"Orrell Lamberhead Green Community Primary School","Parent","01-09-2016"
143389,106409,"Orrell Holgate Primary School","Parent","01-09-2016"
143390,110075,"Trevelyan Middle School","Parent","01-09-2016"
143393,104359,"St Bartholomew's Church of England Primary School","Parent","01-09-2016"
143394,116750,"Cranham Primary School","Parent","01-09-2016"
143395,116956,"Bredon Hill Middle School","Parent","01-09-2016"
143396,135523,"Northwick Manor Primary School","Parent","01-09-2016"
143397,116877,"St Peter's CofE First School","Parent","01-09-2016"
143398,121287,"Burton Green Primary School","Parent","01-09-2016"
143401,139464,"Sundorne School and Sports College","Result of Amalgamation","31-08-2016"
143401,139231,"The Grange School","Result of Amalgamation","31-08-2016"
143403,138546,"Hareclive Academy","Parent","01-09-2016"
143404,137779,"Ely College","Parent","01-09-2016"
143408,109013,"Filton Hill Primary School","Parent","01-09-2016"
143409,117338,"Roselands Primary School","Parent","01-09-2016"
143410,117307,"The Cranbourne Primary School","Parent","01-09-2016"
143411,134165,"Tweeddale Primary School","Parent","01-09-2016"
143412,113336,"Woodlands Park Primary School","Parent","01-09-2016"
143413,103526,"Kingsbury School and Sports College","Parent","08-08-2016"
